1256	0
310	1
1438	1
900	1
1335	2
538	3
222	3
967	3
1188	4
963	4
1419	5
760	5
1384	5
1003	6
612	7
1133	8
719	8
1183	8
305	8
286	9
471	10
468	10
1423	11
585	12
1271	12
1448	12
1173	12
1073	13
728	13
755	14
741	15
1372	15
515	15
993	16
1357	17
168	17
940	17
1153	17
288	17
1142	18
451	18
569	19
1264	19
827	19
410	19
948	20
465	20
822	20
1266	21
1394	21
1232	22
750	22
251	22
1153	22
1430	23
1262	23
1021	24
63	24
1189	24
1326	24
1032	25
1269	25
1192	25
395	25
1271	26
1445	26
591	26
1221	26
1260	26
1394	26
1178	26
654	26
627	26
1137	26
581	27
1081	27
1451	27
706	28
1220	28
1067	29
1436	29
464	29
1052	29
1226	29
1407	29
720	29
327	29
1387	30
944	30
436	31
328	31
1015	31
390	32
1294	32
521	32
591	32
521	33
1419	33
1303	33
1357	34
659	34
1312	34
1384	35
1098	35
739	35
1148	35
370	35
902	35
906	35
1334	36
1158	36
1108	37
285	37
1245	38
1184	39
684	40
969	40
970	40
1110	40
1423	40
277	40
1141	40
903	40
317	41
1259	41
583	42
946	42
1096	42
719	42
1416	43
742	43
321	43
1169	43
1409	43
1139	44
1154	45
668	45
1324	46
652	47
1059	47
835	48
1214	49
1208	50
933	50
1142	50
1049	51
313	51
1062	51
310	52
1153	52
1359	52
841	52
627	52
1345	52
691	52
1394	53
405	53
1144	53
824	53
598	53
1422	54
467	54
971	55
1000	55
1254	55
1207	56
1379	56
570	57
865	58
702	58
1426	58
921	58
631	59
508	59
635	59
1008	59
827	59
749	59
767	59
766	59
677	60
1293	60
1021	60
1023	60
645	60
1182	60
970	61
1139	61
692	62
1145	62
933	63
578	63
627	63
857	63
660	63
1098	64
1438	64
665	64
1316	65
1185	66
889	66
332	66
1220	66
1142	66
1128	66
770	67
1158	67
488	67
1300	68
1050	69
416	69
413	69
734	69
1342	70
1288	70
825	71
687	71
740	71
1043	72
535	72
324	72
556	73
1267	73
639	74
937	75
388	75
367	75
1389	75
1432	76
746	76
508	76
757	76
1223	76
901	76
435	76
846	76
1276	76
1310	76
1254	76
941	77
1345	77
1362	77
1176	77
820	77
708	77
486	78
1450	79
973	79
687	80
1279	80
821	80
787	80
959	81
1302	81
764	82
1279	82
483	82
992	82
1321	82
527	82
587	82
312	82
1188	83
1003	83
1137	83
925	83
1181	83
347	83
433	83
1112	83
688	84
806	84
815	84
436	85
964	85
1236	86
372	86
404	87
1222	87
1089	87
1315	88
1198	88
1071	88
871	88
1421	89
472	89
922	89
914	90
1081	90
1299	90
461	90
1049	90
1164	90
1095	90
1324	91
327	91
1421	91
695	91
1175	91
957	92
313	93
576	93
910	93
444	93
569	93
745	93
1426	93
1272	93
1411	94
616	94
1414	94
1386	94
1329	94
1046	94
921	94
1145	94
979	94
1015	94
1438	95
1389	95
1355	95
1208	95
274	95
1043	95
94	95
1246	95
998	95
471	95
1396	96
1350	97
1234	97
992	97
954	97
395	97
797	97
1263	98
1273	98
1145	98
995	98
687	98
427	99
1056	99
1209	99
1394	99
436	99
1421	100
1419	100
712	100
1108	100
472	100
1354	101
1447	101
1041	101
856	103
312	103
1078	104
1215	105
1328	105
1160	105
1212	105
938	106
1035	106
239	107
964	108
1331	108
631	108
641	108
619	108
1168	109
1231	109
1166	109
876	109
1421	110
791	110
698	111
862	112
350	112
1272	112
1288	112
584	112
1303	112
1281	113
988	113
1415	114
1271	114
624	114
1276	114
1315	114
1336	114
1337	114
1082	115
853	115
1447	116
585	116
1396	116
922	116
626	116
740	117
856	117
829	117
1126	117
1328	118
1062	118
1183	118
605	118
1200	119
1324	119
1026	119
563	119
1306	119
1307	120
1438	120
130	121
552	121
476	121
637	121
1137	121
1391	121
1420	121
1302	121
1438	121
1056	121
844	121
1224	121
810	122
1378	122
1280	122
1414	122
701	123
1304	124
988	124
1346	124
938	124
644	124
925	124
1067	124
1379	125
970	125
370	125
1344	125
308	125
1172	125
457	125
1160	126
997	126
740	126
1243	127
654	127
1328	127
1285	127
1191	127
1282	128
837	128
1380	128
1355	129
1154	129
1081	129
1278	129
1129	130
1152	130
543	130
1331	130
1105	131
1216	131
1045	131
1158	131
1068	132
852	132
1233	132
594	132
1324	132
1037	132
1388	132
1302	133
1365	133
823	134
1206	134
1418	134
440	134
773	134
1240	134
837	134
297	134
768	134
620	135
1371	135
1419	135
1020	136
1231	136
929	136
960	136
673	136
1395	136
1392	137
785	137
1278	137
1142	137
669	137
1229	137
1421	137
415	137
1369	137
833	138
1267	138
1184	139
960	139
1220	139
1199	139
892	140
495	140
1092	140
1294	140
998	140
776	140
611	141
729	141
1182	141
499	141
908	141
776	141
441	142
349	142
975	143
517	143
132	144
664	144
623	144
1432	145
287	146
335	146
975	146
1144	146
251	146
801	147
1239	147
1187	148
1079	148
801	148
1383	148
1204	148
765	149
1058	149
1189	150
714	150
924	150
122	150
1446	151
325	151
556	151
1258	151
1009	152
1216	152
1308	152
412	152
1315	153
1268	153
974	153
330	153
1388	153
717	153
1337	154
1184	154
1020	154
817	154
791	154
1169	154
228	154
1178	155
1109	155
1308	155
1346	155
758	155
1310	155
1012	155
370	155
394	156
616	156
454	156
1127	156
1349	156
1370	157
712	157
642	157
1208	157
1372	158
1293	158
586	158
662	158
987	158
1368	159
1134	159
543	160
1152	160
963	160
1226	161
373	161
1404	161
201	162
1137	162
506	162
1120	163
426	163
778	163
703	164
1314	164
1445	165
691	165
1269	165
745	166
1117	166
923	166
1211	166
1386	167
1304	167
1049	168
1008	168
1084	168
706	168
622	168
1235	169
856	169
715	169
563	169
1134	170
1150	171
337	171
520	171
1418	172
350	172
1149	172
824	172
876	173
1421	174
410	174
490	174
489	175
1134	175
1310	176
1086	176
796	176
1440	177
393	177
1345	177
1318	177
1281	177
1436	177
719	178
781	178
492	179
1431	179
1040	179
1347	180
296	181
783	182
937	183
518	183
917	183
1393	184
1435	184
929	184
449	184
533	184
627	184
588	185
1413	185
937	186
1438	186
1202	186
1021	186
1178	186
844	186
244	186
1024	186
231	187
1279	187
614	187
1123	187
1436	188
1425	189
631	189
296	189
1153	189
314	190
1429	191
1419	191
557	192
669	192
894	192
975	192
325	193
719	193
1271	193
1416	193
1335	193
908	193
1006	194
1066	194
1152	194
1426	195
475	195
1133	195
1304	195
1096	196
594	196
1399	196
981	196
1059	196
1277	197
1216	197
444	197
1042	197
1156	197
1450	198
1315	198
532	198
669	198
880	198
176	198
1012	199
831	199
1066	200
582	200
1171	201
1327	201
712	201
1183	201
1098	201
1435	201
311	201
1248	201
830	201
848	201
1382	201
735	201
1353	202
879	202
286	202
302	202
698	202
1363	203
1123	203
960	203
1389	204
572	204
1136	204
849	204
1132	204
1149	204
1407	206
1216	207
1169	207
1030	207
969	207
111	207
345	207
337	207
1108	207
899	207
1445	208
1145	208
895	208
1096	208
1095	209
1414	209
1096	210
1071	210
708	211
665	212
1179	212
1024	212
984	213
1336	213
649	213
1136	213
972	213
1094	213
876	213
950	213
1198	213
842	214
755	215
776	215
437	215
1263	215
890	215
1071	216
1305	216
991	218
727	218
1005	219
1392	219
1345	219
824	221
988	221
1234	221
1251	221
728	221
760	221
1348	222
720	222
837	222
1336	222
1440	222
1004	222
495	222
937	222
407	222
821	222
1323	222
702	222
1187	223
293	223
1341	223
1167	223
933	223
908	223
416	223
1163	223
1089	224
1350	224
878	224
1312	225
994	225
822	225
1011	226
1389	226
890	227
768	227
974	228
567	228
395	228
941	228
638	229
1083	229
882	229
1356	229
1121	229
260	230
251	230
561	231
673	232
1223	232
682	233
1080	233
1427	233
1224	234
1448	234
1258	234
824	234
1221	234
1174	235
1153	235
1035	236
1341	236
1293	236
1268	236
1319	236
1273	237
201	237
1152	237
534	237
1303	238
205	238
426	238
746	238
1342	239
1308	239
952	239
986	240
627	241
335	242
1024	242
696	242
1061	243
1223	243
836	244
1208	244
1436	245
1015	246
1444	246
1114	246
1192	247
1332	247
412	247
1067	247
1027	247
1450	248
1043	248
317	248
496	248
1448	249
1273	249
452	250
1183	250
1194	250
706	250
1440	250
189	250
1405	250
661	251
869	251
891	251
916	251
921	251
1242	251
1104	252
278	252
867	252
795	253
1152	253
1177	253
1402	254
702	254
1308	254
944	254
513	254
905	255
375	256
1405	256
534	257
1347	258
1386	258
1267	259
765	259
1295	260
975	261
1446	262
614	262
358	262
1131	262
1298	262
854	262
772	262
603	262
591	262
666	262
1345	263
1238	263
292	263
932	263
643	263
1442	264
1275	264
988	264
1263	264
675	265
1352	265
1272	265
250	265
896	265
679	265
819	265
1220	266
690	266
1184	267
1345	267
967	267
1123	267
1066	267
893	268
1122	268
808	268
1302	268
1302	268
537	268
1137	269
1222	269
1331	269
707	269
615	269
1265	269
1098	269
655	269
1336	269
702	270
1389	270
1021	270
1314	270
1226	270
1123	270
1400	271
213	271
1421	272
1335	272
1222	272
1334	272
1330	272
926	272
808	272
1104	272
1211	272
600	272
1186	272
1379	272
890	273
1221	274
1302	274
515	274
1273	274
1187	274
1417	275
925	275
572	276
774	276
954	276
1284	277
822	277
1089	277
662	277
393	277
1115	278
962	278
1105	278
1216	279
694	279
1279	280
1094	280
701	280
307	280
565	280
556	280
784	280
810	280
1007	281
1229	281
1130	281
1389	281
1152	281
1234	282
693	282
234	283
1416	283
1093	283
1277	284
925	284
712	284
514	284
764	284
1277	285
1105	285
936	286
1206	286
1449	286
1216	286
727	286
844	287
434	287
982	287
48	287
468	287
1305	287
1258	287
284	287
392	288
1038	288
824	288
853	288
1317	288
1191	289
1380	289
223	289
952	289
1340	290
998	290
310	290
1217	290
997	290
383	291
1206	291
579	292
698	292
576	292
486	292
1024	292
1383	292
278	292
349	293
549	293
681	294
746	295
583	295
